id,oib,name,postcode,city,date,amount,description,level_1,level_2,level_3,level_4,function_level_1,function_level_2,function_level_3,function_level_4,comment,update_date
7465,03994167960,"JAGODIĆ VEDRAN",43000,BJELOVAR,25.01.2018.,"21.991,14 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - NOVA GODINA 2018 - JAGODIĆ",,,,,,,,,,
7466,70399135546,"IVANČEK KREŠIMIR",43000,BJELOVAR,16.10.2018.,"671,95 kn","UKUPNI TROŠAK: AUTORSKI HONORAR -OBLIKOVANJE PRIZNANJA ZA  DAN GRADA BJELOVARA 2018.",,,,,,,,,,
7467,52279343743,"RIDANOVIĆ ORJEN",10000,ZAGREB,23.07.2018.,"6.151,04 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - JAZZICA FESTIVAL -  GLAZBENI SASTAV ORIDANO GYPSY JAZZ BAND",,,,,,,,,,
7468,83211643557,"DAMJANOVIĆ MARKO",43000,BJELOVAR,25.07.2018.,"3.665,20 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - NASTUP NA GRADSKOM BAZENU - APOLLO FM",,,,,,,,,,
7469,86011753333,"SALOPEK IVANA",10000,ZAGREB,10.08.2018.,"24.604,19 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - IDEJNO RJEŠENJE BARUTANA",,,,,,,,,,
7470,79250484167,"JEŽEK IVAN",42250,LEPOGLAVA,10.08.2018.,"1.824,21 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KULT.LJETO -  GLAZB.SASTAV STRINGS KYZ&SAX",,,,,,,,,,
7471,13551328071,"MILIĆ TOMISLAV",43500,DARUVAR,10.08.2018.,"2.067,50 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KULT.LJETO -  GLAZB. IZVOÐAČ MIRNA RUŽIĆ",,,,,,,,,,
7472,68501454866,"STRIKA LIDIJA",51215,KASTAV,10.08.2018.,"6.989,69 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KULT.LJETO -  GL.SASTAV HI FLY",,,,,,,,,,
7473,65023171309,"VRABEC JAN",51215,KASTAV,10.08.2018.,"5.351,69 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - IDEJNO RJEŠENJE - BARUTANA",,,,,,,,,,
7474,42850100719,"KOŠI FILIP",10360,"MARKOVO POLJE",10.08.2018.,"4.871,63 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - IDEJNO RJEŠENJE - BARUTANA",,,,,,,,,,
7475,26674792018,"ŠOKEC PLEPELIĆ VIKTORIA",10150,"VELIKA GORICA",10.08.2018.,"5.713,53 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - IDEJNO RJEŠENJE - BARUTANA",,,,,,,,,,
7476,29994290960,"STELLA ELENA",23000,ZADAR,10.08.2018.,"7.330,37 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - NASTUP NA JAZZICA FESTIVALU",,,,,,,,,,
7477,40421579733,"RUŽIĆ ZVJEZDAN",51211,MATULJI,10.08.2018.,"12.189,30 kn","UKUPNI TROŠAK: AUTORSKI HONORAR  -NASTUP NA JAZZICA FESTIVALU -  ZVJEZDAN RUŽIĆ TRIO",,,,,,,,,,
7478,89655335888,GAVRIĆLEO,10040,DUBRAVA,10.08.2018.,"9.841,67 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - IDEJNO RJEŠENJE - BARUTANA",,,,,,,,,,
7479,68501454866,"STRIKA LIDIJA",51215,KASTAV,11.09.2018.,"6.989,69 kn","UKUPNI TROŠAK: AUTORSKI HONORAR  - BJ.KUL.LJETO -  GLAZBENI SASTAV HAT TRICK",,,,,,,,,,
7480,66466125578,"REBERŠAK RAMON",43000,BJELOVAR,11.09.2018.,"8.167,71 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KUL.LJETO -  GLAZBENI SASTAV MARIACI EL COMBO",,,,,,,,,,
7481,79250484167,"JEŽEK IVAN",42250,LEPOGLAVA,11.09.2018.,"1.824,21 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KUL.LJETO -  GLAZBENI SASTAV VS.QUARTET",,,,,,,,,,
7482,50365253564,"MARŠIĆ ZORAN",43000,BJELOVAR,11.09.2018.,"3.054,33 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KUL.LJETO -  GLAZBENI SASTAV BARIQUE",,,,,,,,,,
7483,42388343486,"BIŠĆAN BRUNO",43000,BJELOVAR,17.09.2018.,"2.443,45 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJ.KULT.LJET -  GLAZBENI SASTAV JAZZ REVIVAL",,,,,,,,,,
7484,25409781193,"MIKŠIĆ MARIO",47000,KARLOVAC,27.09.2018.,"18.325,96 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - NASTUP DAN GRADA -  GLAZBENI SASTAV ROMANTIC (PRATNJA MLADENU GRDOVIĆU)",,,,,,,,,,
7485,87251892615,"VINCEK DRAGUTIN",42202,"TRNOVEC BARTOLOVEČKI",28.09.2018.,"6.796,77 kn","UKUPNI TROŠAK: AUTORSKI HONORAR - BJELOVARSKI KVARGL -  ZAŠTITA ZEMLJ.PODRIJETLA NA RAZINI EU",,,,,,,,,,
9643,23057039320,"ERSTESTEIERMARKISCHE BANK D.D.",51000,RIJEKA,03.01.2019.,"13.004,51 kn","OTPL.RATE DUGOR.KREDITA ZA KUPNJU -AUTOBUSA ZA RUKOMETNI KLUB",5,54,544,5443,0,08,081,0810,,
10401,23057039320,"ERSTESTEIERMARKISCHE BANK D.D.",51000,RIJEKA,01.04.2019.,"12.935,48 kn","OTPL.RATE DUGOR.KREDITA ZA KUPNJU AUTOBUSA ZA RUKOMETNI KLUB",5,54,544,5443,0,08,081,0810,,
10464,03994167960,"JAGODIĆ VEDRAN",43000,BJELOVAR,17.01.2019.,"26.878,07 kn","AUTORSKI UGOVOR O DJELU - DOĆEK NOVE GODINE - JAGODIĆ",3,32,323,3237,0,08,082,0820,,
10524,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,24.04.2019.,"770,09 kn","SERVIS SLUŽBENOG VOZILA BJ-310-EG",3,32,323,3232,0,01,013,0131,,
10525,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,24.04.2019.,"3.988,91 kn","SERVIS SLUŽBENOG VOZILA BJ-965-DR",3,32,323,3232,0,01,013,0131,,
10526,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,10.05.2019.,"2.068,20 kn","SERVIS SLUŽBENOG VOZILA BJ-310-EG",3,32,323,3232,0,01,013,0131,,
10527,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,31.05.2019.,"367,88 kn","SERVIS SLUŽBENOG VOZILA BJ-043-GP",3,32,323,3232,0,01,013,0131,,
10528,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,26.06.2019.,"18.641,53 kn","OPEL ASTRA 1.4 - OTKUP SL. VOZILA NAKON ISTEKA LEASINGA",4,42,423,4231,0,01,013,0131,,
10529,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,28.06.2019.,"3.752,65 kn","SERVIS SLUŽBENOG VOZILA BJ-043-MT",3,32,323,3232,0,01,013,0131,,
10530,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,28.06.2019.,"2.605,48 kn","SERVIS SLUŽBENOG VOZILA OPEL MERIVA BJ-310-EG",3,32,323,3232,0,01,013,0131,,
10632,22694857747,"EUROHERC OSIGURANJE D.D.",43000,BJELOVAR,22.05.2019.,"1.565,51 kn","OSNOVNO AUTOMOBLISKO OSIGURANJE 21.05.2019.-21.05.2020. SL. AUTOMOBIL BJ-584-DK",3,32,329,3292,0,01,013,0131,,
10634,22694857747,"EUROHERC OSIGURANJE D.D.",43000,BJELOVAR,06.06.2019.,"4.174,46 kn","KASKO OSIGURANJE SL. AUTOMOBIL OPEL VIVARO BJ-043-MT OD 26.06.2019.-26.06.2020.",3,32,329,3292,0,01,013,0131,,
10636,22694857747,"EUROHERC OSIGURANJE D.D.",43000,BJELOVAR,06.06.2019.,"1.523,27 kn","OSNOVNO OSIGURANJE SL. AUTOMOBIL OPEL VIVARO BJ-043-MT OD 24.06.2019.-24.06.2020.",3,32,329,3292,0,01,013,0131,,
10637,23057039320,"ERSTESTEIERMARKISCHE BANK D.D.",51000,RIJEKA,04.04.2019.,"155,66 kn","KAMATA NA KREDIT ZA KUPNJU AUTOBUSA 20,95 EUR",3,34,342,3423,0,08,081,0810,,
10666,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,23.04.2019.,"8.933,60 kn","INA KARTICA ZA 03/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
10668,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,22.05.2019.,"8.875,20 kn","INA KARTICA ZA 04/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
10670,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,19.06.2019.,"11.830,50 kn","INA KARTICA ZA 05/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
10933,37828020359,"PPK D.D. BJELOVAR",43000,BJELOVAR,21.06.2019.,"127,20 kn","VODA ZA SLUŽBENE AUTOMOBILE",3,32,329,3293,0,01,013,0131,,
11187,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,14.06.2019.,"3.011,89 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 1. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
11188,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,14.06.2019.,"4.136,10 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 1. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
11189,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.06.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 2. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
11190,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.06.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 2. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
11193,57500462912,"HRVATSKE AUTOCESTE D.O.O.",10000,ZAGREB,08.05.2019.,"4.000,00 kn","NADOPLATA ENC UREÐAJA ZA SLUŽBENA VOZILA GRADA BJELOVARA",3,32,321,3211,0,01,013,0131,,
11298,65706775101,"AUTO KLUB  BJELOVAR,",43000,BJELOVAR,18.04.2019.,"412,50 kn","USLUGA PRIJEVOZA PISANICA (DOVOZ I ODVOZ) - PISANICOM DO USKRSA 2019",3,32,323,3231,0,04,049,0490,,
11299,65706775101,"AUTO KLUB  BJELOVAR,",43000,BJELOVAR,28.05.2019.,"1.125,00 kn","PRIJEVOZ ŠTANDOVA OBILJEŽAVANJE 1. SVIBNJA",3,32,323,3239,0,08,082,0820,,
11332,69634883789,"METALAC D.O.O.",43000,BJELOVAR,03.04.2019.,"136.750,00 kn","IZRADA I POSTAVA NOVIH, POPRAVAK I PREMJEŠTANJE POSTOJEĆIH AUTOBUSNIH NADSTREŠNICA",3,32,323,3232,0,06,065,0650,,
11335,72148674282,"AUTOBUSNI PRIJEVOZNIK IVO EXPRES",40000,ČAKOVEC,21.05.2019.,"1.800,00 kn","USL. PRIJEVOZA ČAKOVEC-BJELOVAR - ZA MANIFESTACIJU SAJAM CVIJEĆA",3,32,323,3231,0,04,049,0490,,
11353,74162275661,"EMSO E-MOBILITY SOLUTIONS d.o.o.",10150,"VELIKA GORICA",24.06.2019.,"7.450,00 kn","IZRADA GLAVNOG PROJEKTA ELEKTRO PUNIONICE ZA AUTOMOBILE  PPO",4,42,426,4263,0,05,055,0550,,
11512,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,18.04.2019.,"8.312,50 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 03/2019",3,32,323,3232,0,06,065,0650,,
11513,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,15.05.2019.,"8.312,50 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 04/2019",3,32,323,3232,0,06,065,0650,,
11514,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,14.06.2019.,"8.312,50 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 05/2019",3,32,323,3232,0,06,065,0650,,
11598,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,18.04.2019.,"1.640,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 03/2019",3,32,323,3239,0,01,013,0131,,
11599,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,09.05.2019.,"4.493,90 kn","AUTOGUME (4 KOM) ZA SLUŽBENO VOZILO OPEL ASTRA BJ-043-GP",3,32,322,3225,0,01,013,0131,,
11600,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,21.05.2019.,"2.035,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 04/2019",3,32,323,3239,0,01,013,0131,,
11601,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,22.05.2019.,"2.170,00 kn","DEMONTAŽA, SKLADIŠTENJE I MONTAŽA GUMA NA SL. AUTOMOBILE",3,32,323,3232,0,01,013,0131,,
11602,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,14.06.2019.,"1.570,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 05/2019",3,32,323,3239,0,01,013,0131,,
11636,99681708224,"EUROAGRAM TIS D.O.O. CHV STP EURODUHAN",43000,BJELOVAR,22.05.2019.,"922,34 kn","USL. PRI REGISTRACIJI SL. AUTOMOBILA OPEL ASTRA BJ-584-DK",3,32,323,3239,0,01,013,0131,,
11637,99681708224,"EUROAGRAM TIS D.O.O. CHV STP EURODUHAN",43000,BJELOVAR,06.06.2019.,"1.010,51 kn","USL. PRI REGISTRACIJI SL. AUTOMOBILA PASSAT BJ-043-GB",3,32,323,3239,0,01,013,0131,,
11638,99681708224,"EUROAGRAM TIS D.O.O. CHV STP EURODUHAN",43000,BJELOVAR,26.06.2019.,"1.080,51 kn","USL. PRI REGISTRACIJI SL. AUTOMOBILA OPEL VIVARO BJ043MT",3,32,323,3239,0,01,013,0131,,
12158,80014569411,"BEKAVAC IVANA",43000,BJELOVAR,07.05.2019.,"93,90 kn","PN-118/26.4.2019.RADIONICA ZA PROJEKTMI TO MOŽEMO-AUTOBUSNA KARTA",3,32,321,3211,0,01,013,0131,,
12228,73783987778,"AUTO HRVOJE J.D.O.O.",43000,BJELOVAR,22.05.2019.,"20.000,00 kn","NABAVA I UGRADNJA STROJEVA I OPREME",3,35,352,3522,0,04,049,0490,,
12234,81236058216,"AUTO SERVIS IVAN J.D.O.O.",43000,BJELOVAR,30.05.2019.,"20.000,00 kn","NABAVA I UGRADNJA STROJEVA I OPREME",3,35,352,3522,0,04,049,0490,,
12241,08037574686,"AUTO SAŠA J.D.O.O.",43000,BJELOVAR,30.05.2019.,"17.996,30 kn","NABAVA I UGRADNJA STROJEVA I OPREME",3,35,352,3522,0,04,049,0490,,
12277,75580387954,"AUTODIAGNOSTIK D.O.O.",43000,BJELOVAR,12.06.2019.,"100.000,00 kn","NAGRADA ZA NAJBOLJI START UP",3,35,352,3522,0,04,049,0490,,
13017,22694857747,"EUROHERC OSIGURANJE D.D.",43000,BJELOVAR,30.07.2019.,"1.276,70 kn","OSNOVNO OSIGURANJE SL. AUTOMOBIL OPEL MERIVA BJ-310-EG OD 24.07.2019.-24.07.2020.",3,32,329,3292,0,01,013,0131,,
13033,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,19.07.2019.,"7.367,48 kn","INA KARTICA ZA 06/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
13214,57500462912,"HRVATSKE AUTOCESTE D.O.O.",10000,ZAGREB,17.07.2019.,"2.000,00 kn","NADOPLATA ENC UREÐAJA ZA SLUŽBENO VOZILO GRADA BJELOVARA - KOMBI",3,32,321,3211,0,01,013,0131,,
13308,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,15.07.2019.,"9.375,00 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 06/2019",3,32,323,3232,0,06,065,0650,,
13350,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,15.07.2019.,"2.175,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 06/2019",3,32,323,3239,0,01,013,0131,,
13354,96213733249,"AUTOKUĆA CUPAN D.O.O., TRGOVINA I PORAVAK MOTORNIH VOZILA",43211,PREDAVAC,05.07.2019.,"4.262,71 kn","SERVIS SL. AUTOMOBILA PASSAT BJ-043-GB",3,32,323,3232,0,01,013,0131,,
14062,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,23.08.2019.,"6.926,63 kn","INA KARTICA ZA 7/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
14142,37828020359,"PPK D.D. BJELOVAR",43000,BJELOVAR,28.08.2019.,"171,72 kn","VODA ZA SLUŽBENE AUTOMOBILE",3,32,329,3293,0,01,013,0131,,
14225,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,14.08.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 3. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
14226,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,14.08.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 3. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
14227,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,14.08.2019.,"2.175,00 kn","NAKNADA ZA AUTORSKA PRAVA NASTUP GRUPA HOT STUFF DOČEK NOVE 2018. GODINE",3,32,329,3299,0,08,082,0820,,
14228,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.08.2019.,"841,83 kn","NAKNADA ZA AUTORSKA PRAVA NASTUP NA JAZZICA FEST ZA VASIL HADŽIMANOV BAND",3,32,329,3299,0,08,082,0820,,
14229,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.08.2019.,"333,35 kn","NAKNADA ZA AUTORSKA PRAVA NASTUP NA JAZZICA FEST ZA BRUNO MIČETIć QUINTET",3,32,329,3299,0,08,082,0820,,
14230,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.08.2019.,"931,88 kn","NAKNADA ZA AUTORSKA PRAVA NASTUP NA JAZZICA FEST ZA MATIJA DEDIć & ZVJEZDAN RUŽIć",3,32,329,3299,0,08,082,0820,,
14231,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,28.08.2019.,"776,56 kn","NAKNADA ZA AUTORSKA PRAVA NASTUP NA JAZZICA FEST ZA VEDRAN RUŽIć PROJECT - LIBERTIN",3,32,329,3299,0,08,082,0820,,
14294,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,16.08.2019.,"9.375,00 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 07/2019",3,32,323,3232,0,06,065,0650,,
14301,88299555036,"AUTOSERVIS BMD vl. Bernard Dražić",51253,BRIBIR,07.08.2019.,"560,00 kn","SERVIS SLUŽBENOG VOZILA BJ-310-EG",3,32,323,3232,0,01,013,0131,,
14312,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIć HENIZ",43000,BJELOVAR,14.08.2019.,"2.175,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 07/2019",3,32,323,3239,0,01,013,0131,,
14565,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,13.09.2019.,"819,03 kn","SERVIS SLUŽBENOG VOZILA BJ-043-GP",3,32,323,3232,0,01,013,0131,,
14614,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,23.09.2019.,"7.732,69 kn","INA KARTICA - GORIVO ZA SL. AUTOMOBILE ZA 08/2019.",3,32,322,3223,0,01,013,0131,,
14775,53540975485,"HAK-HRVATSKI AUTOKLUB",10010,"ZAGREB - SLOBOŠTINA",13.09.2019.,"320,00 kn","ČLANARINA HAK 2019. Z.VUJIĆ",3,32,329,3294,0,01,013,0131,,
14790,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,03.09.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA BJELOVARSKO KULTURNO LJETO",3,32,329,3299,0,08,082,0820,,
14791,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,03.09.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA BJELOVARSKO KULTURNO LJETO",3,32,329,3299,0,08,082,0820,,
14792,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,30.09.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA PREMA UGOVORU ZA 2018. GODINU",3,32,329,3299,0,08,082,0820,,
14793,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,30.09.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA PREMA UGOVORUZA 2018. GODINU",3,32,329,3299,0,08,082,0820,,
14796,57500462912,"HRVATSKE AUTOCESTE D.O.O.",10000,ZAGREB,24.09.2019.,"3.000,00 kn","NADOPLATA ENC UREÐAJA ZA SLUŽBENA VOZILA GRADA BJELOVARA",3,32,321,3211,0,01,013,0131,,
14875,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,16.09.2019.,"9.375,00 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 08/2019",3,32,323,3232,0,06,065,0650,,
14904,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,16.09.2019.,"2.100,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 08/2019",3,32,323,3239,0,01,013,0131,,
15197,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,04.10.2019.,"75,25 kn","SERVIS SL.VOZILA OPEL ASTRA BJ584DK",3,32,323,3232,0,01,013,0131,,
15198,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,24.10.2019.,"1.307,05 kn","SERVIS SLUŽBENOG VOZILA BJ-043-GP",3,32,323,3232,0,01,013,0131,,
15199,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,31.10.2019.,"880,20 kn","SERVIS SLUŽBENOG VOZILA BJ-043-GP",3,32,323,3232,0,01,013,0131,,
15251,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,18.10.2019.,"7.475,13 kn","INA KARTICA ZA 09/2019 - GORIVO ZA SL. AUTOMOBILE",3,32,322,3223,0,01,013,0131,,
15343,37828020359,"PPK D.D. BJELOVAR",43000,BJELOVAR,25.10.2019.,"164,48 kn","VODA ZA SLUŽBENE AUTOMOBILE",3,32,329,3293,0,01,013,0131,,
15442,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,31.10.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 5. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
15443,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,31.10.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 5. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
15525,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,15.10.2019.,"9.375,00 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 09/2019",3,32,323,3232,0,06,065,0650,,
15570,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,15.10.2019.,"1.840,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 09/2019",3,32,323,3239,0,01,013,0131,,
15879,27759560625,"INA KARTICA INDUSTRIJA NAFTE D.D. ZAGREB,",10000,ZAGREB,20.11.2019.,"10.895,80 kn","INA KARTICA ZA 10/2019 - GORIVO I CESTARINA ZA SL. AUTOMOBILE",3,32,321,3211,0,01,013,0131,,
15954,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,15.11.2019.,"9.252,50 kn","AUTOGUME (3 SETA PO 4 KOM) ZA SLUŽBENA VOZILA BJ-043-GP, BJ-584-DK, BJ-219-GA",3,32,322,3225,0,01,013,0131,,
15980,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,13.11.2019.,"116,84 kn","SERVIS SLUŽBENOG VOZILA BJ-219-GA",3,32,323,3232,0,01,013,0131,,
15981,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,12.11.2019.,"1.789,40 kn","SERVIS SLUŽBENOG VOZILA BJ-584-DK",3,32,323,3232,0,01,013,0131,,
15982,08870961602,"AUTOCENTAR RAJKOVIĆ D.O.O.",43000,BJELOVAR,20.11.2019.,"1.658,28 kn","SERVIS SLUŽBENOG VOZILA BJ-043-MT",3,32,323,3232,0,01,013,0131,,
15984,86437447601,"NK M D.O.O.",43227,ŠANDROVAC,15.11.2019.,"9.375,00 kn","ODRŽAVANJE I PRANJE FONTANE I AUTOBUSNIH UGIBALIŠTA ZA 10/2019",3,32,323,3232,0,06,065,0650,,
16137,93692020864,"VAP  OBRT ZA VULKANIZACIJU -VL.HUSKIĆ HENIZ",43000,BJELOVAR,15.11.2019.,"2.295,00 kn","USLUGA PRANJA SL. AUTOMOBILA ZA 10/2019",3,32,323,3239,0,01,013,0131,,
16154,58990737591,"FRANZ D.O.O.",43000,BJELOVAR,25.11.2019.,"1.574,00 kn","UGOSTITELJSKA USL. - PREDSTAVNICI GRADA SA AUTOROM SKULPTURE IZ PARKA S. RADIĆ, DELEGACIJE HRV. ŠUMA",3,32,329,3293,0,01,011,0111,,
16171,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,29.11.2019.,"2.900,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 6. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
16172,56668956985,"HRVATSKO DRUŠTVO SKLADATELJA",10000,ZAGREB,29.11.2019.,"3.500,00 kn","NAKNADA ZA AUTORSKA PRAVA OD 2016.-2018. GODINE - 6. RATA PO UGOVORU",3,32,329,3299,0,08,082,0820,,
